playerName,freeThrowsMade,points,plusMinusPoints,fieldGoalsMade,PER,turnovers,USG%,gamesPlayed,reboundsDefensive,minutes,assists,Actual_AllStar,Predicted_AllStar,Prediction_Confidence
Jarrett Allen,34,325,-97,103,11.406771494808996,19,11.137986178953104,81,75,992.1,37,0,0,0.0
Dru Smith,0,8,-25,4,0.8699999999999982,9,16.349955244893643,24,7,62.5,5,0,0,0.0
Tyrese Haliburton,1,1,-27,0,-11.367395833333331,1,16.259976463814453,5,5,19.2,0,0,0,0.0
Moussa Diabate,3,29,-72,13,8.645641952983723,9,13.2604376667133,6,16,165.9,20,0,0,0.12
Tyler Johnson,19,128,-10,49,17.5319572708477,18,19.628332170464034,18,38,290.2,15,0,0,0.0
Brook Lopez,5,9,-2,2,19.492454545454542,1,9.875341722810358,16,2,33.0,3,0,0,0.0
Nikola Mirotic,32,88,-58,25,16.559099378881985,15,19.1759706837523,24,15,225.4,50,0,0,0.0
Ed Davis,126,737,-68,251,16.80919013140252,81,21.28898925892471,50,253,1491.6,74,0,0,0.0
Kelan Martin,141,1028,75,433,19.827181884341936,99,29.348824100418152,80,416,1786.3,122,0,0,8.43
JaVale McGee,137,1225,426,478,23.38374269535674,183,23.65135846370263,70,232,2207.5,457,0,0,38.19
Eric Paschall,7,84,8,36,15.157015329125336,8,20.07953138610917,72,48,221.8,9,0,0,0.0
Brandan Wright,11,72,2,24,11.789223421926913,15,14.488644555262924,64,34,240.8,11,0,0,0.0
Grant Williams,5,43,-24,17,12.797419786096262,9,18.44469527863836,9,36,149.6,26,0,0,0.0
JJ Redick,25,184,-83,71,16.020492514645262,34,18.79005356576489,58,88,460.9,37,0,0,0.0
Lamar Patterson,253,1430,523,531,15.61555268079801,156,21.03404339375248,82,360,3208.0,230,0,0,32.58
Bryn Forbes,12,187,14,72,13.696519032372818,28,15.04392943315364,27,88,562.2,33,0,0,0.0
Donatas Motiejunas,17,189,-11,68,8.158071900693216,35,15.630281022884674,42,71,620.3,37,0,0,0.0
Al Horford,319,1922,338,679,27.43019692484789,180,32.33718832294206,70,226,2432.4,301,1,1,73.42
Allen Crabbe,2,18,-23,7,8.649165378670787,2,14.662988847264636,51,2,64.7,4,0,0,0.0
Tyrese Maxey,7,43,-4,13,17.366085409252666,1,17.798090231182343,26,10,84.3,3,0,0,0.0
Keldon Johnson,1,7,7,3,17.91641791044776,1,10.282710497118387,11,1,20.1,2,0,0,0.0
Jrue Holiday,118,990,-382,376,12.726614371646887,123,19.22332596426926,82,250,2460.4,169,0,0,0.39
Jimmy Butler,157,1000,-80,347,15.271887101516231,58,15.822883702246177,82,182,2380.9,99,0,0,0.0
Luka Doncic,108,528,353,210,20.180339237466224,115,12.097797456919452,76,411,1998.6,256,0,0,7.55
George Hill,2,8,-21,3,-0.270607287449392,2,36.03621484302265,7,6,24.7,2,0,0,0.0
Dario Saric,10,351,72,123,9.117365229110511,26,14.646680693452929,50,96,1187.2,62,0,0,0.0
Ray McCallum,115,529,14,169,18.279391534391536,66,24.14882143402337,76,82,982.8,143,0,0,0.0
Dwyane Wade,243,1017,107,336,16.804069480087442,120,22.198668048576323,82,174,2104.2,213,0,0,0.0
Kevon Looney,188,983,-64,325,16.422931461601976,103,19.954869187478348,75,374,2179.8,147,0,0,1.0
Jermaine O'Neal,85,534,32,182,21.37697189189189,37,21.740904926501614,40,218,925.0,35,0,0,0.25
Paul Millsap,106,1134,286,445,20.21456672835698,75,18.53326546303948,78,389,2431.5,157,0,0,2.41
Gary Neal,94,352,-21,129,25.19943944506937,28,27.24471979917038,20,63,533.4,16,0,0,0.75
DeAndre' Bembry,42,308,-99,121,15.778932022659108,54,27.19098168411029,22,44,600.2,114,0,0,0.0
Jarell Martin,16,135,56,49,16.336500665778953,25,17.373456137089992,26,37,375.5,58,0,0,0.0
Darrun Hilliard,24,188,-70,73,8.37209923664122,16,13.821580149563436,77,65,733.6,28,0,0,0.0
Tony Snell,198,1259,432,445,24.346846787479407,179,30.192503156328947,60,314,1821.0,280,1,0,47.06
Serge Ibaka,32,280,-95,113,9.840743838519014,39,17.68128076334139,67,61,896.7,120,0,0,0.0
Nene Hilario,2,18,-15,6,6.338090040927698,7,19.84583854355812,15,4,73.3,17,0,0,0.0
Jawad Williams,6,6,9,0,7.277660550458716,2,15.54912047889347,9,1,21.8,3,0,0,0.0
Kendrick Perkins,73,229,234,78,11.959004547751393,64,12.565012594738278,82,194,989.5,32,0,0,0.99
James Harden,54,259,-186,76,17.778769434963976,26,20.281731093508988,22,43,527.4,80,0,0,0.0
Henry Ellenson,59,353,-211,133,11.90989370400654,96,24.1116502073288,48,62,856.1,149,0,0,0.2
Joe Johnson,2,17,35,7,9.386039076376552,9,9.479386694264628,10,14,112.6,19,0,0,0.0
Jordan Farmar,0,20,-31,9,17.992507418397622,1,13.997681723836466,4,6,67.4,12,0,0,0.0
Jimmy Butler,0,0,-5,0,-14.69625,2,16.71365350772568,8,2,8.0,0,0,0,0.0
Mamadi Diakite,127,828,377,311,13.616038515735085,96,19.86440445379935,64,273,2129.0,157,1,0,2.12
Kristaps Porzingis,117,745,-472,274,14.977021829521831,90,18.374716215741955,69,365,1924.0,97,0,0,0.0
Charles Bassey,0,4,-15,2,6.406925795053002,2,9.375580047534095,19,4,28.3,2,0,0,0.0
Will Barton,31,346,-117,129,8.262642398634926,44,15.052656168831776,82,105,1230.7,68,0,0,0.5
Kobi Simmons,84,590,-107,253,24.999434256177867,37,13.372058354373342,61,242,1412.3,36,0,0,0.0
Landry Fields,106,843,-397,319,14.095440469031873,95,20.11268209818369,65,274,1995.6,114,0,0,0.1
Ish Smith,1,39,-48,14,6.347417647058826,4,11.06091311021708,38,10,170.0,10,0,0,0.0
Dalen Terry,367,1346,105,409,24.72841103341104,99,23.95531258016804,70,363,2059.2,178,0,0,24.76
Gabriel Deck,2,18,-50,7,6.795978351373857,5,8.885776247170991,58,18,120.1,12,0,0,0.0
Solomon Hill,4,10,-8,3,14.978536585365855,0,15.835126489756224,2,5,36.9,1,0,0,0.0
Nikola Mirotic,22,247,-36,91,18.493848378434205,17,19.33616611553176,17,58,484.1,28,0,0,0.0
Michael Kidd-Gilchrist,0,0,0,0,14.257979607256786,0,18.572275528227934,5,0,0.0,0,0,0,0.0
Harrison Barnes,24,132,-35,53,23.232758019525804,23,19.848914044049724,24,71,286.8,40,0,0,1.0
Franz Wagner,123,849,-190,318,17.213230222222222,70,22.159209912770333,68,247,1687.5,73,0,0,0.0
Shawn Marion,57,494,7,185,13.344261564339782,65,20.130458326435168,43,167,1189.0,124,0,0,0.0
Derrick Rose,48,344,23,113,22.84122004724941,14,21.045018557411744,47,108,592.6,22,0,0,0.0
Greg Brown III,18,126,-6,51,14.10981949458484,21,16.73277020581236,45,40,387.8,53,0,0,0.0
Jameer Nelson,35,401,-30,146,10.151950081833055,35,15.624583970973845,82,210,1222.0,71,0,0,0.0
DeMarre Carroll,33,388,55,146,10.61859483109483,66,21.91088350421341,56,74,982.8,105,0,0,0.0
Jonas Valanciunas,143,1279,-510,476,16.729477549307592,132,24.121670404024425,78,255,2383.0,175,0,0,0.39
Sasha Kaun,18,156,20,68,14.27409477263068,15,13.288961227310915,59,68,470.6,21,0,0,0.0
Doug McDermott,0,4,-17,2,7.916393442622951,1,10.095252705422151,5,3,18.3,0,0,0,0.0
Jacob Toppin,237,1314,67,510,24.73220258024195,179,24.01329160600368,75,617,2240.1,190,0,0,22.73
LeBron James,36,355,125,142,13.089124743910766,81,22.36007827601836,28,95,878.6,149,0,0,0.0
Nate Wolters,279,1282,272,421,18.53198491142625,135,27.28973021965356,82,124,2094.3,223,0,0,9.45
Jock Landale,70,345,-73,115,14.621503599310564,36,13.965164170391084,51,123,986.3,62,0,0,0.0
Bones Hyland,386,1301,238,421,21.374874875671377,93,21.76129935215566,66,265,2513.5,212,1,0,30.36
KJ McDaniels,51,401,-177,175,16.05837357367289,40,15.421769061636406,67,190,1209.4,44,0,0,0.0
Cassius Winston,13,206,-188,84,9.338935361216729,46,16.342536503616333,49,47,762.7,122,0,0,0.0
Kyrie Irving,72,291,33,101,16.800104181532756,59,20.66253406790167,23,73,700.7,142,0,0,0.33
Cartier Martin,13,59,-34,21,7.432531194295898,3,11.951438426461632,81,9,224.4,7,0,0,0.0
Robert Woodard II,0,11,-5,5,17.254670658682638,2,29.30903460640178,7,0,16.7,1,0,0,0.0
Bobby Portis,2,34,-4,16,12.72690176322418,6,23.3279152745458,5,19,79.4,5,0,0,0.0
Garrison Mathews,143,910,-430,347,13.028732018911573,173,24.01196121276685,79,281,1988.2,183,0,0,2.24
Anthony Tolliver,24,305,-112,108,12.292053890876565,40,14.609558962355235,36,89,894.4,75,0,0,0.0
Jimmy Butler,15,87,-53,36,18.730906344410883,7,20.67085441579035,50,50,198.6,4,0,0,0.0
Troy Daniels,45,346,38,113,14.060581236832324,36,19.046345399169525,46,56,806.9,93,0,0,0.5
Henry Sims,38,360,-160,161,17.580987588840564,32,15.419964979092311,79,175,942.7,40,0,0,0.0
Neemias Queta,60,327,-88,130,11.712209577999053,64,13.153029771550354,82,256,1265.4,31,0,0,0.0
Dwight Howard,124,949,-281,335,16.930878250838923,192,24.29435900360011,62,224,1907.2,376,0,0,5.35
Tomas Satoransky,153,992,-51,340,15.166053541641231,97,16.992860574262263,80,327,2457.9,162,0,0,0.0
Troy Murphy,1,3,8,1,11.563457943925233,0,13.696821165717926,4,0,10.7,2,0,0,0.0
Von Wafer,239,1193,-17,447,21.31487369841881,220,26.07157839003765,69,208,2074.4,488,0,0,12.24
Anthony Randolph,165,904,135,369,25.79561229000884,94,18.323750838193163,57,410,1809.6,92,1,0,2.13
Shaun Livingston,34,142,-51,47,9.20062986121702,25,12.139401040370766,41,56,655.7,88,0,0,0.0
Malik Beasley,158,763,36,300,17.114074498221925,94,22.94065561706833,82,388,1659.1,105,0,0,1.1
Taj Gibson,63,466,-16,189,12.845596407340397,115,16.748167162944835,81,169,1547.6,348,0,0,0.67
Brandan Wright,85,353,101,132,16.943194462755436,79,25.992670507146464,29,78,758.5,140,0,0,0.0
Cameron Bairstow,12,96,-21,36,13.596816074188558,10,22.90334764429062,15,21,194.1,8,0,0,0.0
Gabe Vincent,49,449,-85,193,18.093642346897827,96,19.629602360022776,46,160,1245.9,323,0,0,2.23
Langston Galloway,144,879,225,329,17.361464528069092,183,28.914604212506543,82,179,1621.0,349,0,0,8.11
Dominic McGuire,4,12,-2,4,18.841424148606805,1,14.90925493297222,10,5,32.3,2,0,0,0.0
Andrew Bynum,105,590,-87,212,10.91066510875427,78,17.95050047044308,82,157,1668.9,109,0,0,0.0
James Harden,21,196,22,72,9.083711447987456,31,17.316738709509046,68,74,573.9,22,0,0,0.0
Trae Young,3,9,3,2,6.16604240282686,1,16.691535562803114,20,0,28.3,3,0,0,0.0
Isaiah Canaan,97,555,236,201,18.01777777777778,78,17.265775829318414,69,153,1432.8,200,0,0,0.31
Stephen Curry,193,1321,455,480,16.535756894225113,117,19.96575436665544,81,223,2890.1,219,1,0,19.07
Jusuf Nurkic,225,1301,-277,500,20.051286876173062,183,30.563796917727444,74,164,2077.9,417,0,0,16.19
Thomas Robinson,66,467,94,169,13.379969757262234,38,15.853599354872186,72,176,1256.5,63,0,0,0.0
Greivis Vasquez,7,28,-24,9,8.206747279322851,7,19.555902917315983,15,9,82.7,11,0,0,0.0
Ben Gordon,121,872,104,356,27.003755274261607,58,25.300484342469616,41,234,1303.5,152,1,0,8.61
Justise Winslow,1,22,-13,10,10.755643879173292,3,18.35128973457486,30,9,62.9,4,0,0,0.0
DeMarcus Cousins,23,97,6,37,8.22145022738757,18,14.23913280046609,60,28,395.8,12,0,0,0.0
Dakari Johnson,96,627,-324,249,20.06497827782109,97,15.585790697171612,69,384,1795.4,214,0,0,0.0
Kyle Lowry,4,18,-5,6,19.876666666666672,0,14.73283496104561,26,12,58.8,11,0,0,0.0
Yuta Watanabe,2,40,-39,15,11.2642176330421,5,14.070215358094377,50,8,125.9,3,0,0,0.0
Nate Hinton,1,11,-6,5,8.134594594594594,5,18.35380715055896,14,7,40.7,3,0,0,0.0
Ben Simmons,49,429,-1,188,20.628969578849247,44,13.77479763224107,80,186,1180.1,96,0,0,0.0
Michael Redd,53,603,35,208,13.91828065947308,44,13.507560704673477,73,206,1825.7,93,0,0,0.0
De'Anthony Melton,20,164,17,56,13.83652978453739,17,18.33626564242349,57,51,394.5,36,0,0,0.0
Quincy Miller,8,19,-15,5,3.7318031189083833,0,10.831639136903844,18,11,102.6,4,0,0,0.0
Kyle Anderson,50,387,-88,168,20.81367574810184,49,16.066318387609364,74,257,895.6,33,0,0,0.0
Daryl Macon,46,309,-59,129,17.809273845348688,61,21.36130594562649,80,174,764.3,72,0,0,0.0
Ramon Sessions,5,42,-1,14,21.38984472049689,2,23.66280633992053,27,10,64.4,2,0,0,0.0
PJ Dozier,33,289,-244,117,13.607589560385035,51,15.138819906915874,50,108,1007.7,205,0,0,0.0
Thaddeus Young,14,52,-47,19,7.067093933463792,15,17.802492994567025,67,26,204.4,12,0,0,0.0
Anderson Varejao,20,107,-71,43,19.34627112417341,21,15.821191740931011,35,57,272.2,15,0,0,0.0
Kenyon Martin Jr.,152,818,97,288,25.482624079300606,46,20.68784775975564,63,287,1452.7,63,0,0,0.25
Justin Robinson,140,791,-6,260,20.023782703715263,126,21.52191974861417,49,212,1601.5,338,0,0,0.67
Marvin Williams,29,191,-2,63,7.707023603914795,27,13.387538368629867,82,41,694.8,43,0,0,0.0
Vernon Carey Jr.,91,779,-428,344,18.045152445593608,114,20.40821353852288,80,326,1856.4,113,0,0,2.62
Monta Ellis,121,827,548,284,22.72247395833333,99,23.22810842897851,51,141,1497.6,305,1,0,7.1
Dwyane Wade,43,434,-46,157,11.91742806811509,73,13.813137979887028,79,194,1362.4,121,0,0,0.0
Miroslav Raduljica,42,517,57,197,13.160599915504864,62,20.81100984645927,77,128,1183.5,120,0,0,0.0
Gorgui Dieng,4,38,19,17,16.63031796502385,8,14.05191999537834,12,22,125.8,6,0,0,0.0
Timothe Luwawu-Cabarrot,5,47,26,21,21.64158671586716,6,13.301144676559613,60,36,135.5,3,0,0,0.0
Viacheslav Kravtsov,29,71,15,20,17.14121081081081,8,18.916542773903064,50,22,185.0,30,0,0,0.0
Joel Anthony,28,172,36,59,10.918889084507038,32,17.791326381940337,66,48,568.0,86,0,0,0.0
Edmond Sumner,405,1841,316,642,28.00948336466934,178,30.05076508378044,68,252,2446.6,472,1,1,79.67
Jonathan Isaac,37,304,-212,114,9.395798371947402,69,17.077302050103125,71,86,958.2,127,0,0,0.0
Willie Reed,51,287,-53,114,16.925329059829053,32,18.005664553709096,80,73,702.0,33,0,0,0.0
Meyers Leonard,45,346,-180,133,14.055401726427633,45,17.134365890088034,62,124,903.6,53,0,0,0.5
Patty Mills,120,1045,41,399,14.6580245398773,140,18.27470488949122,82,216,2689.5,231,0,0,0.14
Thaddeus Young,47,435,154,179,12.461512846023291,84,12.039470514295134,75,188,1708.7,180,0,0,0.0
Acie Law,16,54,-63,19,7.320966090850929,9,19.55761564902747,12,14,156.3,11,0,0,0.0
Enes Freedom,15,52,-16,17,9.217646579804562,9,23.64557604870211,24,14,122.8,5,0,0,0.0
Joel Przybilla,71,660,48,251,12.236755833807631,64,17.74058368279597,58,133,1757.0,88,0,0,0.0
Davis Bertans,5,61,-81,22,7.15431496062992,9,9.78196706785342,45,26,381.0,21,0,0,0.0
Josh Hall,51,303,-107,126,17.32351117191062,43,12.57123105463022,79,142,877.2,33,0,0,0.0
Montrezl Harrell,114,526,22,206,19.34301389383684,64,12.788865082969158,81,375,1684.2,88,0,0,0.0
Lazar Hayward,26,178,-111,76,14.12970054757016,26,16.556686160154726,36,105,584.4,19,0,0,0.0
James Bouknight,33,383,31,128,10.152217714088398,44,15.944369990128529,82,86,1158.4,77,0,0,0.0
Jordan Adams,4,65,5,23,9.32650038080731,6,10.735363163564813,34,40,262.6,6,0,0,0.0
Chase Budinger,55,525,0,189,11.32283065080476,58,13.514931873656147,71,213,1714.8,93,0,0,0.0
Mamadi Diakite,0,0,0,0,14.257979607256786,0,18.572275528227934,1,0,0.0,0,0,0,0.0
Norman Powell,22,527,-38,198,13.687686088408476,64,21.25895149283258,47,109,1137.9,121,0,0,0.0
Sasha Vujacic,8,80,-53,32,13.782205547976352,10,15.57674179361192,67,20,219.9,17,0,0,0.0
Khris Middleton,0,0,3,0,5.3894,0,0.0,11,3,5.0,0,0,0,0.0
Rondae Hollis-Jefferson,8,75,-13,25,6.0852109628561095,13,12.766610615907704,71,15,277.3,11,0,0,0.0
Craig Smith,81,262,19,89,25.07403976403758,39,23.907493256221954,82,122,457.7,33,0,0,0.0
Carmelo Anthony,448,2027,657,721,29.067917453266706,225,29.09751456074088,78,464,2701.5,457,1,1,95.39
Eric Bledsoe,54,282,-171,114,15.630465841633969,40,13.348983646530534,35,203,993.9,45,0,0,0.0
Jaylen Morris,29,143,-44,51,16.85392914653784,12,26.63979704976706,43,23,248.4,20,0,0,0.0
DeMarre Carroll,5,45,-84,19,8.204896302975657,10,10.343873658461222,13,14,221.8,11,0,0,0.0
Carmelo Anthony,4,22,-6,9,13.95700598802395,0,21.035768839131443,23,10,50.1,0,0,0,0.0
Georgios Papagiannis,37,291,-14,101,16.268133105315655,31,16.829503985094213,50,57,701.7,109,0,0,0.0
D'Angelo Russell,1,23,-56,11,3.55287717330342,3,9.111144611671673,55,20,178.3,4,0,0,0.0
Erick Green,127,706,-155,236,21.782016282010748,70,23.57185785355077,38,170,1265.2,257,0,0,1.94
Omri Casspi,40,243,-101,101,21.77981156316916,38,19.9992129423012,66,79,467.0,37,0,0,0.0
David Johnson,3,86,-69,31,11.29556526642233,8,10.208933440817429,30,44,354.7,5,0,0,0.0
Chris Andersen,19,53,-118,17,5.190861321776811,17,8.764190782985752,59,51,369.2,4,0,0,0.0
Tyrell Terry,94,512,11,197,19.676456030754448,66,29.81762725863336,82,162,832.4,61,0,0,2.84
Aaron Brooks,204,919,-226,305,15.427035812043792,135,23.95890239813628,71,258,1753.6,157,0,0,0.0
Dwyane Wade,0,6,4,2,35.715645161290325,1,21.31900565347522,6,0,6.2,0,0,0,0.0
Kevin Knox II,0,0,0,0,14.257979607256786,0,18.572275528227934,4,0,0.0,0,0,0,0.0
Jimmer Fredette,35,210,-47,75,8.650136356899365,24,17.93236281922069,50,78,674.7,55,0,0,0.0
Terry Taylor,30,107,-13,32,31.306140350877182,7,30.120220189497783,6,11,125.4,14,0,0,0.0
Dorell Wright,7,45,-29,15,10.727731660231656,0,21.42515262181396,23,12,103.6,9,0,0,0.0
Shawne Williams,13,207,-29,80,14.950815719430093,36,13.82850600452559,67,118,638.7,40,0,0,0.0
Kalin Lucas,9,99,-11,43,6.15469252360296,35,18.28102917645576,82,41,391.9,63,0,0,0.0
Dorell Wright,77,434,-240,166,14.593904424439762,49,19.37413315743112,66,149,1044.2,41,0,0,0.0
Marcus Thornton,133,964,66,368,16.156030418648413,99,22.154455855173808,75,248,1913.3,100,0,0,0.14
Jalen McDaniels,3,79,-32,38,9.953817619783615,43,10.49801557397229,39,162,582.3,49,0,0,0.5
Zylan Cheatham,8,37,-13,13,9.638504983388705,8,19.08670036955401,20,15,120.4,13,0,0,0.0
Caris LeVert,23,126,-20,46,14.417962521294715,19,19.397755866663985,25,43,293.5,9,0,0,0.0
Luis Scola,27,327,29,114,12.156095505617976,62,13.20457219556104,47,111,1174.8,173,0,0,0.0
Michael Kidd-Gilchrist,111,686,-70,231,14.30060753341434,73,20.378159375285765,54,89,1481.4,121,0,0,0.0
Shelvin Mack,137,938,-156,325,15.700328714622644,65,18.199221534952496,82,190,2035.2,110,0,0,0.0
Mike Bibby,11,45,-7,17,14.915994983277592,6,18.58779693371449,39,17,119.6,6,0,0,0.0
Justin Jackson,0,7,-12,3,7.69728260869565,0,14.031173321183294,6,5,46.0,4,0,0,0.0
DeMar DeRozan,10,69,-27,25,13.731140443505812,6,10.123393003161857,49,39,284.1,24,0,0,0.0
Greg Smith,149,990,149,375,15.434695925704016,102,23.506166963637128,82,180,2002.8,124,0,0,0.0
Juwan Morgan,8,54,-17,23,15.62754852624012,12,18.662273151685323,35,23,139.1,4,0,0,0.0
Stanley Johnson,26,319,76,110,7.583449693290332,73,11.360371042087287,81,137,1581.3,170,0,0,0.0
Dwight Powell,127,597,19,235,20.27949330342416,88,18.38819634255112,54,312,1515.7,214,0,0,0.0
Lou Williams,23,273,30,101,9.845319099559068,55,17.986069705357075,47,63,861.8,139,0,0,0.0
Bol Bol,312,1460,-377,525,21.73206741679273,167,29.96052892979913,68,129,2115.2,262,0,0,19.09
Tyus Jones,28,222,53,77,10.255284756017364,25,14.6935647922958,82,37,760.3,72,0,0,0.0
LeBron James,28,303,116,103,13.90612555720654,32,15.810955948049592,81,76,807.6,46,0,0,0.0
DeMar DeRozan,14,93,1,38,4.916006411724298,25,14.081197688908953,46,43,436.7,26,0,0,0.0
Kosta Koufos,0,0,0,0,14.257979607256786,0,18.572275528227934,1,0,0.0,0,0,0,0.0
DeMarre Carroll,110,720,8,262,14.912887987175637,75,16.348194238375623,75,312,1996.2,80,0,0,0.0
Kyle Korver,30,181,37,65,10.9564518478063,33,18.80230443962223,61,48,549.3,84,0,0,0.0
Rudy Gay,0,20,19,8,8.0141961414791,2,17.178929210153143,19,9,62.2,5,0,0,0.0
Drew Eubanks,339,1560,48,576,17.241478859260233,264,26.10255415707069,82,257,3022.6,471,0,0,21.13
Draymond Green,177,942,-191,337,17.335829172610556,146,26.26999985356329,56,139,1682.4,277,0,0,0.67
Brook Lopez,2,8,18,3,19.314076433121027,1,24.816526719854657,10,3,15.7,1,0,0,0.0
DeJuan Blair,54,632,255,249,19.881954950303346,46,16.68212778277784,74,159,1549.4,324,0,0,2.01
Rudy Gay,4,7,-6,1,46.77700000000001,1,38.26510812713047,5,0,5.0,0,0,0,0.0
Cade Cunningham,4,80,-45,32,6.944705223880593,10,15.83634846202566,36,26,268.0,13,0,0,0.0
Arron Afflalo,0,3,-23,1,-3.2369343065693434,1,12.75907019478782,14,3,27.4,0,0,0,0.0
Malik Monk,16,83,-100,28,6.13214098360656,19,16.726879520397457,50,34,305.0,25,0,0,0.0
Nate Robinson,7,223,-135,78,13.319907763259035,22,17.996506753850902,21,58,520.4,30,0,0,0.0
Tyler Zeller,143,1055,489,446,19.63991795366795,125,18.156722208311137,80,395,2486.4,43,0,0,25.95
Christian Koloko,15,220,-143,78,4.3737068554159375,31,9.14364344107804,58,51,1257.4,51,0,0,0.0
Ivica Zubac,81,473,-5,165,11.994028947119482,64,23.244095312708662,53,157,1057.1,46,0,0,1.95
Austin Rivers,110,536,-88,188,16.02998331108144,84,22.20311261162564,39,102,1198.4,224,0,0,0.67
Patrick Beverley,11,55,18,20,15.283104866346807,13,22.42830744061164,11,14,145.9,25,0,0,0.0
Juancho Hernangomez,17,157,-67,56,13.28709255745309,33,16.245756682016015,31,52,474.3,73,0,0,0.0
Daniel Gafford,21,181,-67,72,12.15258114614071,16,11.58309325520435,46,67,643.9,26,0,0,0.0
Ronnie Brewer,54,323,82,131,23.763866317169075,27,20.49937402609829,36,124,610.4,18,0,0,0.07
Gary Clark,3,15,7,5,15.782760416666669,0,17.85206553941849,4,9,38.4,5,0,0,0.0
Michael Carter-Williams,3,139,-280,66,8.792529697624193,47,12.42597176921354,46,65,740.8,145,0,0,0.0
Landry Shamet,292,1523,653,551,26.709240208438395,105,25.961870912969715,79,398,2379.6,186,1,1,69.58
Chuck Hayes,8,46,2,19,17.295568685376665,3,15.225403702205512,43,20,135.4,5,0,0,0.0
Vit Krejci,34,314,-101,140,17.80765375330497,40,15.560036794929216,82,138,869.9,16,0,0,0.0
Wenyen Gabriel,94,578,157,242,21.532412014098178,45,10.706312317726283,82,486,1957.7,207,0,0,5.92
Jordan Clarkson,226,1002,-114,388,22.93134164089504,170,19.342674013542645,78,644,2198.8,104,0,0,17.24
Kenneth Faried,167,868,-495,307,12.980456553755523,212,26.67419731475273,66,141,1765.4,336,0,0,5.86
Nigel Williams-Goss,31,217,-157,85,9.047497255762895,32,16.639537170187243,40,75,728.8,27,0,0,0.0
Sundiata Gaines,37,241,163,88,15.442110105580694,45,18.57817280543274,22,67,663.0,137,0,0,0.33
Blake Griffin,46,787,449,297,18.878267513830306,61,17.30234498272312,82,195,1825.7,281,0,0,1.55
Chris Andersen,26,229,-85,92,8.84224927174365,41,12.899094787017509,59,66,961.2,81,0,0,0.0
Sindarius Thornwell,78,461,28,153,17.505099960799686,74,16.148023703691702,43,90,1275.5,330,0,0,1.73
Miles Bridges,36,104,-139,34,9.100503112033197,44,8.888383686534254,66,171,771.2,17,0,0,0.5
Alan Williams,7,108,39,41,11.231577480490522,13,14.745272203193576,73,27,358.8,15,0,0,0.0
Rajon Rondo,86,549,60,184,17.096928401138204,71,17.52935518869136,73,261,1300.3,116,0,0,0.0
Russell Westbrook,0,0,-6,0,8.170555555555556,0,0.0,4,3,5.4,0,0,0,0.0
Jack White,34,262,94,101,12.330741779647813,37,20.664074233838097,22,92,641.7,34,0,0,0.0
Marreese Speights,27,147,-12,60,21.15206158663883,22,14.443582061676937,43,59,383.2,17,0,0,0.0
Cam Thomas,81,565,-251,199,18.69351791530945,63,24.834743429435168,30,81,921.0,71,0,0,0.0
Willie Reed,108,696,91,247,17.305919847782143,60,16.103404733386974,77,286,1681.8,97,0,0,0.0
Danny Green,44,425,-92,163,10.413604395604391,61,17.99838336186042,73,228,1274.0,88,0,0,0.0
Brice Johnson,166,1114,232,474,25.88440654600436,94,18.27193052854138,68,550,2248.7,96,0,0,12.71
Jacob Gilyard,3,26,-23,9,6.738319856244388,3,12.67969625049306,11,11,111.3,6,0,0,0.0
Robin Lopez,30,144,-168,57,7.732475740233889,38,11.44071257906562,79,87,803.8,31,0,0,0.0
James Johnson,21,237,13,92,16.133117225782136,7,17.08744055618235,29,47,530.6,28,0,0,0.0
Reggie Williams,35,258,-43,101,14.977602751808083,33,22.53447665263418,19,51,566.9,75,0,0,0.0
Wesley Matthews,170,974,-197,342,19.790403662089048,85,25.23812889866232,57,396,1682.1,75,0,0,3.61
Nick Young,63,486,56,182,16.102690343546886,50,25.44266508828228,80,85,861.6,27,0,0,0.0
Rodney Stuckey,110,517,162,202,20.99410124837252,84,14.7640167337467,69,335,1305.7,45,0,0,0.0
Rondae Hollis-Jefferson,14,84,-67,33,6.7473068309070525,33,17.99359012661135,50,19,357.2,58,0,0,0.0
Josh Jackson,36,407,21,153,11.636138976837191,54,16.51571216764215,71,218,1200.2,73,0,0,0.0
Nik Stauskas,168,952,204,319,19.46015506690177,121,21.89843043551945,56,185,1928.2,357,0,0,3.89
Damion Lee,37,376,-164,145,11.147044426314617,55,14.165414007739836,81,139,1348.3,80,0,0,0.0
Julius Randle,87,359,-215,136,11.95781271129142,91,19.49971426883208,68,103,887.4,27,0,0,0.0
Shabazz Napier,111,573,-40,211,14.28702321111768,55,20.72007190053844,46,144,1352.8,98,0,0,0.0
Jon Teske,4,41,-19,15,8.059024539877301,5,12.169889184189577,10,12,163.0,7,0,0,0.0
Jared Jeffries,45,372,-225,153,14.423034851182903,60,22.04802808696392,79,51,786.2,73,0,0,0.0
Shai Gilgeous-Alexander,29,282,-43,106,10.201517690875232,36,11.985771507401498,76,79,1074.0,77,0,0,0.0
Jemerrio Jones,113,1085,296,423,17.876878771706554,89,18.31981331432916,78,357,2435.9,186,0,0,3.91
Marco Belinelli,1,17,-7,7,1.5214028314028334,4,14.691764280984769,10,11,77.7,2,0,0,0.0
Jared Dudley,0,0,-5,0,-12.267142857142856,0,10.58978771204931,13,0,4.2,0,0,0,0.0
