playerName,freeThrowsMade,points,plusMinusPoints,fieldGoalsMade,PER,turnovers,USG%,gamesPlayed,reboundsDefensive,minutes,assists,Actual_AllStar,Predicted_AllStar,Prediction_Confidence
P.J. Tucker,51,229,46,77,16.640248540764443,42,19.042855030275792,30,47,531.1,77,0,0,0.0
Aleksej Pokusevski,102,428,-94,132,12.749632916121802,56,18.65085396836962,72,100,1070.6,122,0,0,0.0
Vit Krejci,2,38,-16,18,14.287666999002983,5,15.48491047057835,71,16,100.3,0,0,0,0.0
DeAndre Jordan,2,67,-52,26,8.738101796407186,13,21.166300858778783,51,25,167.0,6,0,0,0.0
T.J. Warren,0,2,10,1,11.44090909090909,0,10.077274107783808,5,3,13.2,0,0,0,0.0
Goran Dragic,30,286,45,105,12.037014242115973,28,18.66068090654992,36,91,786.4,27,0,0,0.0
Luguentz Dort,121,598,-14,220,11.634844532432748,133,18.7198955870154,82,189,1717.4,233,0,0,0.0
Cody Demps,55,425,-3,158,13.51353537341336,51,19.321416654013625,81,79,1016.3,69,0,0,0.0
Kyle O'Quinn,83,499,109,201,12.229563765696444,65,18.6549688165601,65,142,1377.7,107,0,0,0.0
Marcus Morris Sr.,286,1091,320,402,21.423268727082245,134,18.838170386423087,79,426,2290.8,149,0,0,33.5
Ivica Zubac,311,1137,435,413,23.25440484000292,147,16.824464284846528,82,721,2743.8,97,0,1,62.48
Marvin Bagley III,89,976,102,358,13.551332047851414,73,16.95545916563822,77,448,2541.2,96,0,0,0.5
Taurean Prince,86,602,146,205,12.875562370006929,62,12.652616480803635,77,210,1875.1,78,0,0,0.0
Aaron Gray,51,411,15,151,14.832581742374376,33,20.063795195159106,70,44,911.4,81,0,0,0.0
Joel Bolomboy,26,562,421,214,18.012503161282904,48,12.09870387642254,67,331,1739.8,168,0,0,1.57
Matt Bonner,106,652,-356,239,11.704034099858246,111,12.723689587991313,82,347,2539.6,177,0,0,1.43
Serge Ibaka,16,57,11,19,12.966064814814818,3,17.368592944380975,24,10,151.2,19,0,0,0.0
Ryan Arcidiacono,0,5,-6,2,1.7835612535612533,2,10.079010235902514,6,3,35.1,0,0,0,0.0
Cameron Johnson,18,305,-31,111,11.464557262040197,33,12.556621196156808,79,160,1054.8,57,0,0,0.0
James Ennis III,5,69,-51,26,10.798729189789125,11,18.10064637412881,15,20,180.2,10,0,0,0.0
Tony Allen,39,323,-45,117,8.554191678354373,58,16.899627674993038,54,89,1069.5,112,0,0,0.0
Terry Taylor,35,219,-182,78,13.275473989487038,32,17.97825740414375,27,46,551.7,37,0,0,0.0
Kentavious Caldwell-Pope,15,124,114,46,14.386541141340413,28,11.485985772733237,40,79,602.8,114,0,0,0.0
Al Horford,180,1063,179,406,15.339265077493264,129,20.589779494037582,78,386,2374.4,126,0,0,1.42
Xavier Silas,84,437,219,153,17.324753589890864,57,22.74674115932615,63,144,870.5,65,0,0,0.0
Rashard Lewis,164,1226,323,466,16.604195716236617,144,19.4759846861792,82,340,2782.6,298,0,0,1.06
Killian Hayes,61,798,127,319,18.181677527646134,80,17.62794319654665,69,353,2025.6,270,0,0,0.93
Shaun Livingston,9,65,-46,26,6.888511966701348,13,15.688774555459672,25,64,288.3,17,0,0,0.0
Nick Collison,160,682,-15,222,16.0101725229503,70,24.80959773493789,64,93,1263.6,110,0,0,0.08
Taj Gibson,2,57,-9,24,10.768328595793063,12,16.123428119634152,46,22,175.9,8,0,0,0.0
Sam Merrill,28,313,-67,114,11.6649522417154,36,14.757037650535043,73,130,1026.0,69,0,0,0.0
Luke Kornet,2,12,12,5,6.458905579399139,4,17.086396987688847,82,6,46.6,0,0,0,0.0
Mo Bamba,84,857,-353,361,18.84910061683359,116,27.73782913288832,73,300,1507.7,127,0,0,3.5
Jae Crowder,6,35,29,14,6.596464011180993,18,9.008312430724605,82,40,286.2,11,0,0,0.0
Ivica Zubac,6,28,-13,10,25.09233269598471,6,22.773294545535467,14,10,52.3,2,0,0,0.0
Rudy Gay,121,904,-84,369,24.303080835324035,126,31.83100635546029,59,94,1297.7,278,0,0,8.21
Amile Jefferson,191,1057,-321,397,13.185245155416826,138,22.627521546563383,76,210,2306.7,206,0,0,0.49
Josh McRoberts,225,1019,-124,340,20.977030183140823,101,26.136094377438667,60,151,1567.1,109,0,0,5.45
Andrea Bargnani,13,241,149,91,10.952339328915537,39,11.239695319594178,38,124,950.7,72,0,0,0.0
Stephen Curry,26,172,-89,56,9.432905464006938,33,18.12283576846129,56,52,576.5,69,0,0,0.0
DeMarcus Cousins,478,2370,319,804,35.888708128501214,282,36.12159008198788,70,588,2624.1,686,1,1,92.86
Chris Boucher,35,201,-75,77,19.17065816442724,19,18.786208541097945,39,82,439.1,23,0,0,0.0
Mo Williams,9,64,2,26,9.135100581135458,16,20.46898421878974,42,20,223.7,41,0,0,0.0
Glen Rice,183,946,-94,326,16.264113130156915,101,17.825478127742787,80,252,2096.7,137,0,0,0.0
Josh Christopher,24,210,-87,79,7.566499402628436,15,13.067546176949907,48,61,837.0,30,0,0,1.0
Corey Brewer,137,1018,-229,361,14.924159223634488,97,19.068661040380785,77,220,2328.8,145,0,0,0.17
D.J. Wilson,38,488,-182,182,11.881198126707432,66,15.531009211781896,61,188,1537.4,123,0,0,0.0
Malaki Branham,42,639,63,248,15.642405451691165,42,17.95473201559484,82,116,1401.4,73,0,0,0.0
JJ Redick,50,464,114,176,15.390508637236085,42,17.456943564176058,80,153,1146.2,78,0,0,0.1
Evan Turner,3,16,-25,6,8.623250000000006,4,24.736729843658782,14,7,44.0,2,0,0,0.0
Lindell Wigginton,48,256,-177,92,11.043430112462705,42,13.956770163147503,72,154,871.4,50,0,0,0.0
Kelly Olynyk,19,218,-217,81,6.514333737864077,43,15.30661292210486,62,118,824.0,46,0,0,0.0
Shaquille Harrison,0,5,4,2,38.67566666666667,0,28.06008771084956,1,0,6.0,3,0,0,0.0
Ryan Arcidiacono,150,814,-189,332,17.49170153267007,128,20.89465626576155,79,426,1859.5,96,0,0,0.8
Jae Crowder,22,169,-29,57,13.458927517909816,14,14.366884640963018,32,55,474.6,30,0,0,0.0
Pablo Prigioni,9,94,-16,37,16.80281095890411,12,22.83685776898644,40,25,182.5,18,0,0,0.0
Shake Milton,99,1075,191,414,18.87027446163295,44,15.169654608354982,80,396,2605.1,121,0,0,1.43
Adreian Payne,150,980,273,332,20.1874802668432,57,21.40676279512744,62,247,1963.7,54,0,0,1.33
Justin Robinson,39,226,19,86,17.836045349730973,23,18.124913733354727,44,98,520.4,26,0,0,0.93
Anthony Tolliver,203,1131,158,410,13.037647470680906,140,18.4771044337508,82,313,2856.5,201,0,0,2.95
Jason Richardson,6,12,27,3,1.3091397849462398,11,20.90727010046508,31,15,55.8,1,0,0,0.0
Mario West,132,660,112,264,17.40268917281639,100,15.768282787728266,79,369,1815.8,104,0,0,0.0
Cory Joseph,162,963,-638,338,10.497704249501831,114,22.464800406424217,75,274,2157.9,82,0,0,0.35
Jeff Teague,37,292,-240,117,16.892396241190287,43,17.92604616771754,50,169,766.2,39,0,0,0.57
Eric Gordon,194,1320,212,442,19.972363119415107,170,23.89006790750393,67,245,2462.0,434,1,0,8.8
Eric Bledsoe,67,476,57,203,16.227715924426455,60,20.82658026476448,52,213,1185.6,56,0,0,0.0
Raul Neto,132,1359,110,508,13.095434604904636,157,21.89713458258552,82,274,2936.0,183,0,0,9.36
Pau Gasol,88,485,-117,189,20.89394879751745,57,19.68492187177037,80,230,1031.2,72,0,0,0.0
JaVale McGee,38,313,-109,137,19.41483719105532,51,18.78367298239866,81,171,764.7,21,0,0,0.0
Louis King,2,2,-6,0,12.661549295774646,1,18.21371868473776,27,1,7.1,1,0,0,0.0
Khyri Thomas,14,146,6,55,16.074375000000003,10,25.526563840447547,41,72,296.0,6,0,0,0.11
Aron Baynes,112,555,101,202,18.87124803218472,73,22.16500590620988,38,180,1143.4,105,0,0,0.0
Christian Braun,30,288,-7,102,16.85581813511431,32,15.710077615828066,76,135,778.6,57,0,0,0.0
Dakota Mathias,0,0,5,0,0.7377922077922093,0,11.008165566420754,6,1,7.7,2,0,0,0.0
Andre Miller,2,4,20,1,10.33348993288591,0,18.96727347510213,4,1,14.9,1,0,0,0.0
John Wall,47,470,-60,182,9.72283204852774,28,13.994918964693118,82,118,1582.6,55,0,0,0.0
Dylan Windler,225,1169,294,471,17.404263521288833,150,23.273312785326453,82,544,2607.0,108,1,0,11.5
Arnett Moultrie,5,36,14,15,13.960933098591552,4,13.691050240875038,17,19,113.6,4,0,0,0.0
Mike Muscala,214,810,-54,280,17.370302321396434,115,21.93461711494808,82,178,1667.1,239,0,0,0.0
Ryan Anderson,156,1018,-210,371,15.886226475620193,177,26.355386460541546,77,166,1870.4,263,0,0,1.1
Justin Jackson,64,672,274,222,14.8464197217104,55,16.110880918486576,74,156,1573.9,88,0,0,0.0
E'Twaun Moore,26,145,-107,59,21.930186880244086,14,20.052029916094263,36,55,262.2,14,0,0,0.0
Treveon Graham,80,467,-131,180,17.295373716632437,48,23.191246532989293,27,174,974.0,56,0,0,0.93
Montrezl Harrell,145,745,144,300,15.567011107224063,119,15.900439647269575,73,454,2286.8,42,0,0,5.37
Ed Davis,1,55,-67,23,8.336275051831372,34,15.81052363295531,33,39,289.4,67,0,0,0.0
Enes Freedom,28,306,-85,118,8.017683978132885,48,17.706050242353196,81,65,951.2,68,0,0,0.0
Grant Hill,5,55,-7,20,15.808060179257364,5,15.979965932248128,27,22,156.2,20,0,0,0.0
David Stockton,68,250,-35,76,11.169019725944889,48,20.88764757864273,82,60,664.1,68,0,0,0.0
Delon Wright,7,90,-90,35,4.878352353780314,37,13.394850345369775,62,35,420.6,47,0,0,0.0
Mo Williams,14,46,20,16,21.367700729927,4,21.862834425910886,4,9,82.2,3,0,0,0.0
Gorgui Dieng,73,611,31,269,17.569183538732396,92,21.77979886564557,66,197,1363.2,78,0,0,0.0
Vernon Carey Jr.,0,15,-6,6,10.637413793103452,4,22.145607802340468,4,2,29.0,1,0,0,0.0
Reggie Perry,4,44,-60,20,4.957422248803831,21,17.802535659448672,25,30,167.2,8,0,0,0.0
Jeff Green,65,370,52,128,14.362444336412253,44,16.083255958325505,79,94,1028.5,121,0,0,0.0
Gorgui Dieng,56,347,83,111,16.54884151540992,47,19.764463101806527,50,238,820.9,76,0,0,0.0
Chris Chiozza,29,129,15,50,9.538267625231908,27,17.401405019511664,33,63,431.2,12,0,0,0.0
Richard Solomon,395,1399,-12,470,22.31540324210696,132,24.55122803083812,82,279,2473.7,321,1,0,15.87
Dante Cunningham,53,396,-55,145,13.979591795288387,33,17.701678365580268,39,94,984.8,62,0,0,0.0
Jeff Adrien,1,42,28,15,11.194682692307692,3,20.94618334374824,18,11,104.0,5,0,0,0.0
Wayne Ellington,17,91,-5,33,6.3404849547180815,14,16.08882720862845,49,44,342.3,16,0,0,0.0
Dru Smith,29,189,5,75,15.882728831725617,23,18.02131176817289,81,57,466.5,34,0,0,0.0
Hamed Haddadi,59,435,185,188,20.83549247907357,41,10.19175944146184,61,288,1588.9,53,0,0,0.5
Glen Davis,11,224,56,91,12.335112204724412,33,21.10645124239821,70,40,508.0,49,0,0,0.0
Jeremy Evans,116,1509,163,546,20.047884066874367,123,26.50941205243498,73,247,2278.9,163,0,0,14.42
Damian Jones,234,1075,-188,378,17.655986028509396,100,26.129239058711835,63,185,2118.6,318,0,0,1.24
Paul George,126,668,92,213,13.161651471880491,88,18.779764751881075,82,135,1820.8,193,0,0,0.0
Mfiondu Kabengele,1,13,-38,4,8.32478359908884,5,19.267545869054644,42,6,43.9,2,0,0,0.0
Troy Daniels,109,696,-292,252,24.24774929577465,65,28.040280970603064,31,100,1065.0,198,0,0,6.39
Josh Smith,25,889,291,320,13.370743133396076,54,14.680554967480209,79,249,2337.4,108,0,0,0.0
Gerald Henderson,84,490,-187,203,24.56605638529955,46,13.91924369397796,45,230,1191.8,69,0,0,0.0
Ish Smith,22,134,-23,48,15.84212224635433,13,19.21898871430912,20,49,322.3,30,0,0,0.0
Zion Williamson,4,20,5,7,19.628355795148245,2,24.52219874075628,15,2,37.1,7,0,0,0.0
Kyle Korver,0,0,-8,0,2.4763207547169808,0,7.699712156596491,5,4,10.6,1,0,0,0.0
Mason Plumlee,7,32,-69,11,9.034918981481484,7,26.08685837953704,7,8,86.4,12,0,0,2.96
Jerryd Bayless,24,186,70,67,10.197209419680403,19,14.127950674512515,82,62,594.5,23,0,0,0.0
Thomas Bryant,5,25,4,8,9.101425976385109,4,13.801240224276784,50,17,110.1,8,0,0,0.0
Cody Zeller,56,880,241,326,14.09228778937812,80,13.87802697222948,81,253,2643.6,150,0,0,0.0
Avery Bradley,50,359,27,137,13.762573460351534,37,25.798187791106937,54,106,745.3,43,0,0,0.0
Salah Mejri,230,1237,-2,466,15.126368114643975,144,21.666248631499737,82,314,2902.9,222,0,0,0.51
David Nwaba,18,84,55,29,8.662431340872368,7,19.718425299538875,56,46,247.6,7,0,0,0.0
Norris Cole,5,29,5,12,18.58150769230769,7,18.3898441305298,13,4,65.0,2,0,0,0.0
JJ Redick,52,370,-51,159,15.95438476906804,51,22.6270219489944,52,158,850.9,17,0,0,0.0
Archie Goodwin,26,274,-55,96,12.505794962831464,40,13.450290418341163,51,120,901.3,94,0,0,0.0
Jared Jeffries,36,430,149,151,13.19957998622906,54,13.755761566294783,65,311,1307.1,49,0,0,0.0
Maurice Harkless,313,1216,277,371,26.088089929742384,195,25.228256127611825,62,314,2135.0,618,0,1,73.41
Kyle Lowry,5,26,1,9,8.80363453815261,4,16.159103223726476,26,14,99.6,3,0,0,0.0
Zaza Pachulia,0,2,-8,1,-0.756271186440679,1,15.218356894842502,5,1,11.8,0,0,0,0.0
Kendall Brown,87,678,-83,264,15.003730283416072,88,19.171283050972555,81,144,1591.3,230,0,0,0.0
Semih Erden,91,555,329,197,18.47598624459924,99,23.676969259397787,59,120,1134.1,177,0,0,0.89
Francisco Garcia,0,10,-17,5,8.076014492753625,7,14.792226898902069,25,5,41.4,2,0,0,0.0
Iman Shumpert,79,312,-6,101,11.299689937226551,39,14.762506454518482,81,125,1051.4,48,0,0,0.0
Domantas Sabonis,105,532,-404,183,13.754585670666762,110,21.45598149151265,58,85,1408.3,307,0,0,0.28
Tony Snell,1,8,-6,3,19.77416974169741,0,9.026753634651346,25,3,27.1,4,0,0,0.0
Aaron Holiday,202,1102,-329,406,19.79810431160545,160,20.292569401962417,79,456,2256.7,286,0,0,4.77
Marvin Williams,155,685,-268,265,24.09065041669277,87,15.77390382562736,56,354,1595.9,205,0,0,2.14
Jett Howard,24,179,53,58,8.707411019015117,18,9.833652273720231,67,79,820.4,34,0,0,0.0
Tristan Thompson,5,27,-16,10,4.03217096336499,4,26.45147265832502,5,6,73.7,3,0,0,0.0
Ryan Anderson,124,915,-21,329,12.273230644871566,88,17.648728887393318,73,193,2226.8,119,0,0,0.0
Maxi Kleber,59,286,-40,113,17.78464172169234,54,16.82191169765207,80,197,817.8,39,0,0,0.0
Spencer Dinwiddie,77,704,-8,280,17.87460174163138,65,25.17254157430581,68,134,1251.7,132,0,0,0.0
Shaquille Harrison,157,1250,311,474,26.3156436015902,125,28.15882782438498,59,200,1861.4,384,0,0,25.69
Jordan Crawford,30,299,-132,113,10.295434005986287,66,16.464304954638365,69,96,1035.7,190,0,0,0.0
Sam Dekker,147,900,-132,340,16.548652159162504,114,19.93169247574564,78,129,2063.3,312,0,0,0.32
KJ McDaniels,26,125,-90,48,9.562672222222222,17,21.247272657040657,48,44,360.0,19,0,0,0.0
John Collins,52,352,-65,150,14.871272220285816,54,20.43989843374533,80,194,860.7,31,0,0,0.59
Anfernee Simons,107,494,-11,170,14.694990082176265,60,22.59780847827513,82,173,1058.7,67,0,0,0.0
Francisco Elson,28,160,-22,61,17.196794833283267,15,20.49543220194141,42,34,332.9,30,0,0,0.0
Alonzo Gee,9,27,-5,9,11.27149082568807,3,18.191215957295224,22,15,87.2,1,0,0,0.0
Devin Harris,1,9,-8,3,5.978463157894739,3,14.9579711480378,50,8,47.5,6,0,0,0.0
D.J. Augustin,4,30,-52,11,7.30844781445138,12,16.881672607855545,11,13,112.1,12,0,0,0.0
Rodrigue Beaubois,0,4,-7,2,2.9234020618556698,1,15.920741039996866,1,5,19.4,0,0,0,0.0
D'Angelo Russell,41,229,-86,91,13.562343593414456,46,17.263717747985055,25,87,698.5,75,0,0,0.0
Lamar Odom,9,67,-9,24,6.639163265306122,21,13.91170327739046,32,32,294.0,16,0,0,0.0
Nerlens Noel,81,396,-37,156,15.701211768810325,46,24.87351833583419,46,165,859.9,47,0,0,0.0
Devin Cannady,24,164,-97,64,11.397744052502048,41,18.75295833478205,49,86,487.6,16,0,0,0.0
Kendrick Perkins,214,1147,163,458,23.79768831650144,170,23.44672968140848,62,582,2158.6,310,1,0,19.63
Nikola Vucevic,104,534,230,215,25.13519359834796,53,17.241881309246388,67,328,1162.2,26,0,0,0.15
Tyler Zeller,255,1333,240,487,19.707117500109568,82,24.956484633752343,82,413,2281.7,143,1,0,24.57
Kevin Martin,101,623,125,210,17.337559984057396,49,21.5085175610667,51,206,1254.5,107,0,0,0.0
Malaki Branham,0,0,0,0,14.257979607256786,0,18.572275528227934,1,0,0.0,0,0,0,0.0
Treveon Graham,46,308,-114,129,15.099469122426877,47,20.81212463432809,28,88,738.4,42,0,0,0.0
Derrick Favors,126,977,104,331,11.432750066180084,78,17.293266467044365,81,211,2644.3,151,0,0,0.4
Will Barton,35,276,-38,105,11.663279365424325,81,17.162753158363614,82,115,920.3,138,0,0,0.0
Abdel Nader,8,136,-44,51,12.254658910629296,11,15.47172369277661,82,35,378.2,17,0,0,0.0
LaMarcus Aldridge,29,197,10,74,5.982958984375,55,18.180496655804628,73,39,716.8,56,0,0,0.0
Marquis Daniels,26,143,-75,57,14.314999999999998,16,23.22376944461638,71,29,290.0,6,0,0,0.0
Josh Childress,215,749,36,267,17.89739489345364,154,17.2388298426526,82,427,2083.6,226,0,0,3.45
Shawn Marion,4,88,36,42,24.12502538071066,12,22.83114134262201,46,31,177.3,12,0,0,0.0
Orlando Johnson,21,165,-259,71,8.629094494658998,42,17.080280634491114,25,44,608.5,92,0,0,0.0
Andrea Bargnani,29,180,-74,75,15.194581547064304,35,15.711300645595555,82,100,536.5,13,0,0,0.12
Pau Gasol,91,312,-80,100,13.802376958184288,46,20.15973721878808,50,62,810.7,129,0,0,0.0
Freddie Gillespie,72,242,-8,85,28.555123768964595,37,24.73061611672202,55,97,375.7,22,0,0,2.77
Jeremy Lin,8,40,-21,14,16.389482163406218,10,21.342827066625624,8,14,86.9,6,0,0,0.0
David Lee,89,666,569,227,13.180298428053202,119,16.221922541577243,78,152,2067.5,273,0,0,7.83
Wilson Chandler,37,190,-18,74,21.50042643923241,30,23.02876112324503,65,91,375.2,29,0,0,2.0
Robert Covington,6,24,-16,9,6.510152931180971,7,11.83509768205204,7,15,117.7,5,0,0,0.0
Draymond Green,3,26,-27,11,9.102218543046362,5,13.763856981943617,50,18,90.6,5,0,0,0.0
Josh Hart,2,54,-33,22,9.720845170454544,15,19.690001796919105,82,12,140.8,9,0,0,0.0
Cole Aldrich,19,98,-2,39,12.19564404223228,12,14.408479206658225,53,42,331.5,8,0,0,0.0
Jayson Tatum,51,410,-12,151,12.547284458871031,47,17.212045222313964,82,187,1263.1,131,0,0,0.0
Jamal Crawford,6,16,-24,4,18.61780303030303,2,22.10278969598057,27,3,39.6,2,0,0,0.0
Cameron Payne,8,44,-15,18,11.417194244604312,8,12.835469964414434,18,34,208.5,8,0,0,0.0
Shayne Whittington,43,149,-54,53,9.798594862271742,14,10.597543752581078,82,71,646.2,17,0,0,0.22
Bradley Beal,0,6,-27,3,3.15921938088829,3,7.41662789102979,26,13,74.3,3,0,0,0.0
Zach LaVine,4,46,-1,21,23.43576859504132,3,12.98763388372805,21,34,121.0,6,0,0,0.0
Kevin Durant,194,1389,294,500,30.32971711266023,159,24.783638005253888,69,236,2223.5,752,1,1,59.27
Isaiah Joe,14,40,-4,13,20.556735395189,3,19.84281361609923,21,16,87.3,6,0,0,0.0
Ricky Ledo,0,0,10,0,-5.952114285714286,0,16.674143263893153,5,2,17.5,3,0,0,0.0
Chuck Hayes,191,888,13,331,25.742737358259262,143,21.857120240034348,47,412,1631.5,236,0,0,13.94
Jason Kidd,59,377,-158,145,5.7595287810383775,74,16.929620839113674,62,93,1417.6,127,0,0,0.0
Joey Dorsey,22,492,311,235,17.8970245832156,97,12.467482256404423,73,489,1769.5,112,0,0,4.18
Oshae Brissett,7,20,-40,6,0.1746258503401365,7,26.73677915685782,37,5,58.8,4,0,0,0.0
Mike Conley,97,553,95,186,18.04697818728846,45,22.5055434866876,39,94,1063.6,127,0,0,0.0
Austin Rivers,67,679,0,262,13.828855615756323,80,25.53269232431748,82,94,1365.8,148,0,0,0.0
Cleanthony Early,54,546,-37,244,15.62226352781776,57,22.17774273348748,80,166,1180.9,62,0,0,0.13
Damjan Rudez,64,349,-32,131,20.66172177253396,46,20.06292370430775,70,98,728.9,55,0,0,0.0
Bojan Bogdanovic,73,329,146,128,8.589818776165627,118,11.16705795497028,66,306,1743.7,78,0,0,5.95
Adreian Payne,2,67,-49,24,5.964374831944071,32,13.487472003036284,50,27,371.9,65,0,0,0.0
Karl-Anthony Towns,33,276,124,95,15.933522853957635,34,13.637402038307512,74,198,897.0,110,0,0,0.0
Andrew Wiggins,78,530,-46,188,14.231323859386688,84,17.983643328739745,82,222,1470.7,113,0,0,0.0
Roy Hibbert,71,330,27,107,16.430119880119875,38,22.34637624825823,26,66,600.6,21,0,0,0.0
Cameron McGriff,75,527,-189,197,12.885667797389756,84,13.93592594454287,73,204,1739.3,87,0,0,0.0
Meyers Leonard,180,1344,-132,485,15.655875174780734,133,19.42414188601765,82,343,3146.8,242,0,0,8.2
Jusuf Nurkic,481,1778,-228,546,28.941712574285443,289,35.07452671570469,62,223,2120.2,560,1,0,46.11
Cole Aldrich,25,114,32,42,18.147825159914703,20,23.28592124629233,14,22,234.5,43,0,0,0.0
Donatas Motiejunas,379,1432,26,474,25.084006991377308,128,28.934202543983623,64,508,2145.5,111,1,0,37.11
Ian Mahinmi,6,87,89,33,18.90229257641921,11,19.153662178618937,8,27,183.2,24,0,0,1.0
Josh Hart,0,0,9,0,-9.7975,0,10.975069189466122,11,0,12.0,0,0,0,0.0
Jeff Teague,28,230,-98,93,17.703245033112584,25,16.84984182530093,23,97,573.8,41,0,0,0.0
Willy Hernangomez,229,1274,76,497,19.121890880217776,197,24.94188458072466,77,523,2644.8,255,0,0,9.56
Doron Lamb,10,28,8,9,12.643101933216167,5,13.038648128672984,24,22,113.8,5,0,0,0.0
Nicolas Batum,0,2,-2,1,22.172903225806447,0,13.297134301580796,4,0,3.1,0,0,0,0.0
Malcolm Miller,2,12,2,5,16.827262569832403,2,16.47023490515124,16,6,35.8,2,0,0,0.0
Courtney Lee,3,11,-33,4,8.412865853658538,3,21.42068689390662,14,11,32.8,1,0,0,0.0
Jordan Bone,5,48,33,19,15.094594481605352,6,9.477061665727824,44,62,239.2,17,0,0,0.0
Dennis Schroder,4,35,-26,14,11.089745699326848,2,12.98554064769553,19,16,133.7,11,0,0,0.0
Alec Burks,67,756,-45,258,13.089029908853574,54,14.036468868592832,72,224,2183.3,119,0,0,0.0
Kent Bazemore,102,680,120,288,26.37514848950333,98,22.901085902762404,74,333,1171.8,42,0,0,0.92
Mike Dunleavy,5,122,-57,45,9.902374752801588,31,11.232062122587426,28,51,606.8,102,0,0,0.0
Justin Dentmon,3,11,-20,4,4.024068010075568,5,10.985630183370947,27,15,79.4,5,0,0,0.0
Carlos Boozer,61,267,-11,103,14.244570000876651,41,9.65204585771491,65,143,1140.7,92,0,0,0.0
Alex Caruso,93,455,118,161,16.457534692479012,84,19.2920703553477,72,177,1167.4,175,0,0,0.0
Kyle Korver,41,601,242,207,10.29853395667535,63,9.53761061489386,82,358,2802.1,96,0,0,7.25
Kevin Knox II,0,2,-12,1,1.442346938775509,1,15.103660150951573,2,3,29.4,8,0,0,0.0
Wendell Moore Jr.,9,55,-6,21,13.061441176470591,19,21.255519350189964,17,23,170.0,46,0,0,0.0
John Wall,187,946,622,379,21.70144042553192,109,13.665121646412413,82,829,2820.0,61,1,1,63.74
Courtney Lee,157,905,195,374,17.652520297982758,146,16.29776728121439,82,332,2389.4,86,0,0,4.71
Trey Lyles,10,145,-47,58,9.828463138433095,14,17.544049858938887,47,43,432.7,47,0,0,0.0
Gerald Wallace,79,688,-398,264,16.64087650837486,119,19.125201250496502,55,364,1665.7,176,0,0,0.0
JJ Redick,39,275,36,101,14.92865338526063,47,18.798573914497915,73,50,667.6,95,0,0,0.0
Nick Young,43,341,-65,123,12.774098484848484,22,14.3673407061739,66,150,1056.0,56,0,0,0.59
Hamidou Diallo,47,135,19,42,27.019105846389,9,19.83175043731476,26,77,261.7,12,0,0,2.87
Garrett Temple,1,10,-23,3,5.591638888888889,3,17.22236238455569,3,5,36.0,3,0,0,0.0
Patrick Patterson,44,138,22,45,22.24602319491208,18,20.807529923460503,77,53,267.3,22,0,0,0.29
Dexter Pittman,13,39,-13,12,9.979322493224934,7,20.482890633058226,16,11,110.7,17,0,0,0.0
Moritz Wagner,271,1445,-88,544,25.19653917595407,312,30.371460707211256,67,641,2368.8,763,0,1,59.44
Jalen Green,264,1322,145,528,19.911003468679866,142,26.005572270339616,71,374,2450.5,164,0,0,18.46
Dennis Schroder,8,122,-89,47,17.42438156831043,14,20.81735267810457,23,43,247.4,8,0,0,0.0
Chris Silva,154,1094,-216,441,12.225809876201666,187,21.325392548386564,82,461,2891.8,354,0,0,5.57
Vince Carter,37,133,-22,48,14.102337402441462,30,13.261637957791653,28,123,499.7,16,0,0,0.0
Zach LaVine,9,62,31,23,14.734643171806168,9,26.74397845648568,25,10,113.5,15,0,0,0.0
Nic Claxton,0,2,-8,1,29.46607142857143,1,16.15798937447786,15,1,5.6,0,0,0,0.0
Arron Afflalo,10,208,44,77,16.731024555461477,19,18.08189331077049,17,48,472.4,49,0,0,0.0
Cory Higgins,5,19,-14,7,26.125988538681952,1,16.82138477756386,25,6,34.9,1,0,0,0.0
Jake Layman,174,1049,-25,387,17.066043399990274,87,22.55571995016728,71,247,2055.3,101,0,0,0.0
Trey Burke,295,1185,530,406,27.351401133066187,145,23.85320704268337,65,230,2171.1,663,1,1,73.58
Sterling Brown,0,0,0,0,14.257979607256786,0,18.572275528227934,2,0,0.0,0,0,0,0.0
Orlando Robinson,75,789,-297,306,14.37824637355223,83,19.13706031729584,81,173,1778.6,94,0,0,0.0
JaVale McGee,105,785,99,276,14.181085143621956,90,17.354848286179724,77,260,1942.6,145,0,0,0.0
Luke Babbitt,1,1,-3,0,-22.390825688073395,2,36.494565938677006,13,1,10.9,1,0,0,0.0
Daniel Orton,190,1179,175,463,18.55881083099906,154,20.432934634909344,78,333,2677.5,371,0,0,0.36
Kyle Kuzma,164,705,231,229,19.82612977318404,132,25.29531121870424,67,171,1393.2,274,0,0,4.81
Tony Snell,137,917,36,363,22.92344059761528,82,27.46600846266829,58,107,1392.2,220,0,0,3.68
Toney Douglas,22,173,-47,63,13.058366819176452,22,17.834687521806693,82,94,502.7,28,0,0,0.0
Cheick Diallo,47,304,-191,127,12.603499053030305,26,23.28042834526984,51,69,633.6,18,0,0,0.0
Jason Terry,92,315,156,96,15.043683052090978,59,20.262508424331426,41,77,817.8,178,0,0,0.0
Tre Jones,17,166,-44,67,14.104533730158732,27,16.306966520221092,37,72,504.0,50,0,0,0.0
Mickael Pietrus,217,1296,21,484,18.246359353970387,166,25.8569557536478,80,252,2377.6,359,1,0,0.42
