season_year,teamTricode,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,gamesPlayed
2012,GSW,241.1,37.7,82.5,45.7,7.9,20.5,38.8,14.4,18.7,77.0,9.7,29.5,39.2,22.3,8.0,5.5,13.4,21.4,97.8,-17.0,66
2012,HOU,243.4,37.7,84.0,44.9,7.2,20.2,35.9,15.4,19.7,78.2,11.7,30.5,42.2,21.3,7.5,4.8,13.8,20.4,98.1,1.1,66
2012,IND,242.3,35.7,81.4,43.8,5.9,16.1,36.8,20.4,26.1,78.2,12.5,31.4,43.9,18.6,7.9,5.4,13.2,21.7,97.7,16.5,66
2012,LAC,241.9,37.0,81.3,45.5,7.8,21.8,35.7,15.8,23.3,68.0,12.1,29.4,41.6,21.0,8.4,4.8,12.4,21.2,97.5,12.8,66
2012,LAL,243.4,36.8,80.6,45.7,5.5,16.8,32.6,18.2,24.1,75.6,12.1,34.1,46.2,22.5,5.9,5.3,14.5,16.8,97.3,7.1,66
2012,MEM,241.5,36.7,82.2,44.7,4.2,12.9,32.6,17.3,22.8,75.9,12.6,29.5,42.0,19.5,9.6,5.2,13.9,19.9,95.0,10.1,66
2012,MIA,243.0,37.1,79.0,46.9,5.6,15.6,35.9,18.8,24.2,77.5,10.4,31.2,41.6,20.0,8.9,5.4,14.7,19.4,98.5,29.9,66
2012,MIL,240.4,37.9,85.6,44.3,6.6,19.2,34.5,16.6,21.4,77.4,12.4,30.0,42.5,23.5,8.3,5.1,13.7,19.3,99.0,1.4,66
2012,MIN,241.5,35.7,82.3,43.3,7.2,21.6,33.2,19.4,25.2,77.1,12.1,31.7,43.7,19.5,6.6,4.4,14.7,18.4,97.9,-11.0,66
2012,NJN,240.8,34.3,80.6,42.5,7.7,22.4,34.2,16.9,21.7,77.7,11.9,28.5,40.3,19.9,7.5,3.9,14.3,19.2,93.1,-29.9,66
2012,NOH,241.5,34.8,77.3,45.1,3.9,11.8,33.3,16.0,21.2,75.7,11.0,30.2,41.1,20.7,7.4,4.8,14.6,20.1,89.6,-18.8,66
2012,NYK,241.5,35.8,80.8,44.3,7.8,23.3,33.6,18.3,24.8,74.1,11.3,30.5,41.7,20.1,9.4,4.2,15.3,21.1,97.8,16.0,66
2012,OKC,242.3,37.3,79.2,47.1,7.2,20.0,35.8,21.3,26.4,80.6,11.0,32.7,43.7,18.5,7.5,8.2,16.0,20.5,103.1,30.6,66
2012,ORL,241.9,34.5,78.2,44.1,10.2,27.0,37.5,15.1,22.8,66.0,11.2,31.2,42.5,20.0,6.8,4.2,14.1,17.7,94.2,3.9,66
2012,PHI,241.1,37.4,83.6,44.8,5.3,14.6,36.2,13.5,18.2,74.2,10.7,32.5,43.2,22.0,8.0,5.2,10.7,17.5,93.6,21.2,66
2012,PHX,240.0,37.8,82.5,45.8,6.7,19.6,34.3,16.0,21.2,75.7,10.9,30.8,41.7,22.5,6.5,5.5,13.5,18.7,98.4,-1.2,66
2012,POR,241.9,36.4,82.1,44.3,7.2,20.9,34.6,17.2,21.6,79.6,11.1,29.5,40.7,20.4,8.0,4.9,13.8,19.0,97.2,-3.1,66
2012,SAC,241.1,37.7,86.5,43.6,6.2,19.7,31.6,17.1,23.2,73.6,13.4,29.5,42.9,19.3,8.5,4.9,13.8,19.5,98.8,-28.4,66
2012,SAS,241.5,39.6,82.8,47.8,8.4,21.3,39.3,16.2,21.6,74.8,10.3,32.6,43.0,23.2,7.4,4.4,13.2,17.3,103.7,35.8,66
2012,TOR,241.9,34.4,78.1,44.0,5.5,16.3,34.0,16.4,21.4,77.0,10.6,31.4,42.0,20.9,6.5,4.9,14.5,23.2,90.7,-16.5,66
2012,UTA,244.9,38.2,83.8,45.6,4.1,12.8,32.3,19.1,25.3,75.4,13.0,31.1,44.2,21.8,8.3,5.8,13.6,21.8,99.7,3.1,66
2012,WAS,240.4,36.6,83.0,44.1,5.2,16.3,32.0,15.3,21.0,72.7,11.7,29.9,41.7,19.1,8.0,6.3,14.6,21.3,93.6,-24.0,66
2013,ATL,242.1,37.6,81.0,46.4,8.6,23.2,37.1,14.1,19.7,71.5,9.2,31.6,40.9,24.5,8.1,4.5,14.3,18.0,98.0,2.0,82
2013,BKN,242.1,35.9,79.8,45.0,7.7,21.5,35.7,17.5,23.9,73.1,12.8,30.0,42.8,20.3,7.3,4.8,13.9,18.3,96.9,8.9,82
2013,BOS,244.9,37.0,79.7,46.5,6.1,17.2,35.8,16.3,21.0,77.6,8.1,31.3,39.3,22.8,8.2,4.5,13.9,21.2,96.5,-1.1,81
2013,CHA,241.5,34.4,81.1,42.5,5.7,17.1,33.5,18.9,25.1,75.0,11.2,29.1,40.3,19.4,7.2,5.8,13.1,19.0,93.4,-46.2,82
2013,CHI,241.8,35.7,81.7,43.7,5.4,15.4,35.3,16.4,21.2,77.3,12.5,30.7,43.2,23.0,7.2,5.1,13.7,19.7,93.2,1.6,82
2013,CLE,240.6,36.5,84.2,43.4,6.7,19.3,34.6,16.8,22.3,75.6,12.2,28.8,41.0,20.7,7.9,4.1,13.4,21.2,96.5,-23.4,82
2013,DAL,243.7,38.8,84.0,46.2,7.4,19.9,37.2,16.1,20.4,79.3,9.4,32.6,41.9,23.2,7.9,5.5,13.5,20.7,101.1,-3.0,82
2013,DEN,242.7,40.7,85.2,47.8,6.4,18.5,34.3,18.4,26.2,70.1,13.3,31.7,45.0,24.4,9.3,6.5,14.7,20.5,106.1,25.4,82
2013,DET,241.5,36.3,81.0,44.9,6.3,17.6,35.6,15.9,22.8,69.9,12.1,30.0,42.1,21.2,7.0,4.9,14.6,19.8,94.9,-19.9,82
2013,GSW,241.5,38.2,83.4,45.8,8.0,19.9,40.3,16.8,21.3,79.0,10.8,34.2,45.0,22.5,6.9,4.2,14.8,21.4,101.2,4.5,82
2013,HOU,241.2,38.1,82.7,46.1,10.6,28.9,36.6,19.2,25.5,75.4,11.1,32.3,43.4,23.2,8.3,4.4,15.8,20.3,106.0,17.4,82
2013,IND,241.9,35.1,80.6,43.6,6.9,19.7,34.7,17.6,23.6,74.6,12.9,33.0,45.9,20.3,7.2,6.3,14.5,20.0,94.7,20.1,81
2013,LAC,240.6,38.5,80.6,47.8,7.6,21.4,35.8,16.4,23.0,71.1,11.4,30.2,41.6,23.9,9.6,5.6,13.8,20.9,101.1,32.3,82
2013,LAL,240.9,37.1,81.0,45.8,8.7,24.6,35.5,19.3,27.9,69.2,11.5,33.3,44.8,22.2,7.0,5.2,14.6,17.9,102.2,5.8,82
2013,MEM,241.5,36.1,81.5,44.4,4.7,13.5,34.5,16.5,21.3,77.3,12.9,29.8,42.7,20.9,8.6,5.3,13.2,20.2,93.4,20.7,82
2013,MIA,242.4,38.4,77.4,49.6,8.7,22.1,39.6,17.4,23.0,75.4,8.2,30.4,38.6,23.0,8.7,5.4,13.3,18.7,102.9,39.3,82
2013,MIL,241.8,38.1,87.8,43.5,7.3,20.4,36.0,15.3,20.7,73.6,13.0,30.9,44.0,22.9,8.4,6.7,13.6,19.0,98.9,-7.5,82
2013,MIN,240.6,35.9,81.7,43.9,5.5,18.0,30.5,18.5,24.9,74.2,11.9,30.2,42.0,22.4,8.5,4.7,14.1,18.4,95.7,-11.8,82
2013,NOH,241.2,36.0,80.4,44.8,6.5,18.0,36.3,15.5,20.0,77.6,12.0,29.6,41.6,21.0,6.3,5.4,13.7,20.4,94.1,-19.3,82
2013,NYK,240.6,36.5,81.6,44.8,10.9,28.9,37.6,16.0,21.1,75.9,10.9,29.7,40.6,19.3,8.2,3.6,11.6,20.1,100.0,21.2,82
2013,OKC,241.8,38.1,79.3,48.1,7.3,19.4,37.7,22.2,26.8,82.8,10.4,33.2,43.6,21.4,8.3,7.6,14.6,20.2,105.7,46.0,82
2013,ORL,241.2,37.7,84.2,44.8,6.2,18.7,32.9,12.5,16.6,75.5,10.9,31.9,42.7,22.8,6.4,4.4,14.0,19.4,94.1,-34.9,82
2013,PHI,240.9,37.3,84.1,44.4,6.3,17.5,36.0,12.2,16.8,72.9,10.9,30.4,41.3,22.8,7.4,4.7,12.6,18.4,93.2,-16.7,82
2013,PHX,241.5,37.3,84.4,44.3,5.9,17.7,33.0,14.7,19.7,74.4,11.7,29.9,41.6,22.6,8.0,5.3,14.9,20.6,95.2,-32.3,82
2013,POR,242.1,36.7,81.9,44.8,8.2,23.2,35.3,15.9,20.5,77.6,10.7,30.2,40.8,21.8,6.6,4.3,14.2,18.5,97.5,-15.9,82
2013,SAC,241.8,37.6,84.2,44.7,7.4,20.5,36.3,17.5,22.8,76.9,11.5,29.1,40.6,20.8,8.2,4.2,14.0,20.9,100.2,-24.4,82
2013,SAS,242.4,39.1,81.4,48.1,8.1,21.5,37.6,16.6,21.0,79.1,8.1,33.2,41.3,25.1,8.5,5.4,14.1,17.4,103.0,32.0,82
2013,TOR,243.7,36.3,81.5,44.6,7.0,20.3,34.3,17.6,22.3,78.8,10.6,29.6,40.2,21.5,7.3,4.8,13.2,22.4,97.2,-7.4,82
2013,UTA,242.4,37.1,81.8,45.4,6.2,16.9,36.6,17.5,23.0,76.4,12.1,30.0,42.0,22.7,8.4,6.3,14.2,21.3,98.0,-0.4,82
2013,WAS,242.1,35.5,81.6,43.5,6.6,18.2,36.5,15.6,21.3,73.3,10.8,32.3,43.2,21.6,7.3,4.6,14.6,20.5,93.2,-12.7,82
2014,ATL,241.8,37.3,81.6,45.8,9.4,25.8,36.3,17.0,21.7,78.1,8.7,31.3,40.0,24.9,8.3,4.0,14.5,19.2,101.0,-2.4,82
2014,BKN,242.4,35.7,77.9,45.9,8.6,23.4,36.9,18.4,24.4,75.3,8.8,29.4,38.1,20.9,8.6,3.8,14.0,21.7,98.5,-5.0,82
2014,BOS,240.6,36.5,83.9,43.5,7.0,21.1,33.3,16.2,20.8,77.7,12.0,30.5,42.5,21.0,7.1,4.2,14.4,21.3,96.2,-22.3,82
2014,CHA,242.7,36.3,82.1,44.2,6.3,17.9,35.1,18.0,24.4,73.7,9.5,33.2,42.7,21.7,6.1,5.1,11.6,18.2,96.9,-1.1,82
2014,CHI,243.1,34.7,80.2,43.2,6.2,17.8,34.8,18.1,23.3,77.9,11.4,32.7,44.1,22.7,7.2,5.2,14.0,19.1,93.7,9.3,82
2014,CLE,243.1,37.0,84.8,43.7,7.1,20.0,35.6,17.0,22.7,75.1,12.1,32.1,44.1,21.2,7.1,3.7,13.5,20.0,98.2,-16.5,82
2014,DAL,241.8,39.6,83.6,47.4,8.8,22.9,38.4,16.8,21.1,79.5,10.2,30.7,40.9,23.6,8.6,4.3,13.2,20.0,104.8,12.0,82
2014,DEN,240.9,38.4,85.9,44.7,8.6,23.9,35.8,19.1,26.3,72.6,12.3,33.1,45.4,22.4,7.5,5.6,15.4,23.0,104.4,-10.7,82
2014,DET,241.2,38.8,86.9,44.7,6.2,19.3,32.1,17.3,25.7,67.0,14.6,30.8,45.4,20.9,8.4,4.8,13.9,20.3,101.0,-18.3,82
2014,GSW,241.8,39.5,85.4,46.2,9.4,24.8,38.0,15.9,21.1,75.3,10.9,34.4,45.3,23.3,7.8,5.0,14.9,21.8,104.3,24.0,82
2014,HOU,241.8,38.0,80.5,47.2,9.5,26.6,35.8,22.1,31.1,71.2,11.2,34.1,45.3,21.4,7.6,5.6,15.4,20.4,107.7,22.8,82
2014,IND,241.2,36.0,80.2,44.9,6.7,18.8,35.7,18.1,23.3,77.9,10.2,34.5,44.7,20.1,6.7,5.4,14.5,20.4,96.7,22.0,82
2014,LAC,240.9,39.1,82.5,47.4,8.5,24.0,35.2,21.2,29.1,73.0,10.5,32.5,43.0,24.6,8.6,4.8,13.3,21.5,107.9,34.9,82
2014,LAL,240.3,38.3,85.1,45.0,9.4,24.8,38.1,17.0,22.4,75.7,9.1,32.0,41.0,24.5,7.5,5.4,14.8,19.8,103.0,-31.5,82
2014,MEM,241.5,38.1,82.0,46.4,4.9,14.0,35.3,15.1,20.3,74.1,11.6,30.8,42.4,21.9,7.7,4.6,12.9,19.1,96.1,7.9,82
2014,MIA,242.4,38.3,76.5,50.1,8.1,22.3,36.4,17.5,23.0,76.0,7.6,29.2,36.9,22.5,8.9,4.5,14.2,19.5,102.2,23.8,82
2014,MIL,242.4,36.0,82.2,43.8,6.7,18.9,35.3,16.8,22.5,74.7,11.8,29.3,41.1,21.5,6.6,4.9,14.3,20.9,95.5,-40.9,82
2014,MIN,242.1,38.9,87.5,44.4,7.3,21.4,34.1,21.8,28.1,77.8,12.5,32.2,44.7,23.9,8.8,3.6,13.5,18.3,106.9,13.4,82
2014,NOP,242.1,37.8,82.5,45.9,5.9,15.9,37.3,18.2,23.6,76.9,11.4,30.3,41.7,21.3,7.9,6.4,13.0,22.6,99.7,-13.5,82
2014,NYK,242.1,36.9,82.2,44.9,9.3,24.9,37.2,15.5,20.4,76.1,10.6,29.7,40.3,20.0,7.7,4.5,12.4,22.1,98.6,-4.0,82
2014,OKC,241.5,39.0,82.7,47.1,8.1,22.4,36.1,20.2,25.0,80.6,10.8,33.9,44.7,21.9,8.3,6.1,14.8,22.7,106.2,31.7,82
2014,ORL,243.4,36.9,82.7,44.5,6.9,19.5,35.3,15.9,20.9,76.3,9.7,32.4,42.0,21.0,7.7,4.3,14.2,20.5,96.5,-27.2,82
2014,PHI,242.1,37.9,87.2,43.5,7.0,22.5,31.2,16.6,23.4,71.0,11.6,31.2,42.7,21.8,9.3,4.0,16.4,22.5,99.5,-52.3,82
2014,PHX,240.9,38.7,83.5,46.3,9.3,25.1,37.2,18.5,24.4,75.8,11.3,31.7,43.0,19.1,8.4,4.6,14.8,21.9,105.2,13.2,82
2014,POR,242.1,39.1,87.0,45.0,9.4,25.3,37.2,19.1,23.5,81.5,12.5,34.0,46.4,23.2,5.5,4.7,13.3,19.2,106.7,19.9,82
2014,SAC,241.8,36.9,82.5,44.7,6.0,18.0,33.3,20.7,27.3,75.9,12.1,32.4,44.5,18.9,7.2,3.9,14.7,22.5,100.5,-14.5,82
2014,SAS,240.9,40.6,83.5,48.6,8.5,21.4,39.7,15.7,20.0,78.5,9.3,34.0,43.3,25.2,7.4,5.1,14.1,18.2,105.4,38.6,82
2014,TOR,243.4,36.5,81.9,44.5,8.7,23.4,37.2,19.6,25.1,78.2,11.4,31.1,42.5,21.2,7.0,4.2,13.4,23.0,101.3,16.2,82
2014,UTA,241.2,36.0,81.1,44.4,6.6,19.2,34.4,16.4,22.0,74.7,11.0,30.2,41.2,20.3,7.0,4.5,14.0,20.7,95.0,-35.9,82
2014,WAS,244.6,38.7,84.4,45.9,7.9,20.8,38.0,15.3,20.9,73.1,10.8,31.4,42.2,23.3,8.1,4.6,14.1,20.4,100.7,6.3,82
2015,ATL,240.6,38.1,81.7,46.6,10.0,26.2,38.0,16.5,21.2,77.8,8.7,31.8,40.6,25.7,9.1,4.6,13.5,17.8,102.5,27.1,82
2015,BKN,243.1,37.4,83.0,45.1,6.6,19.9,33.1,16.6,22.2,74.8,10.3,32.0,42.4,20.9,7.0,4.1,13.4,19.3,98.0,-14.4,82
2015,BOS,242.4,38.9,87.9,44.3,8.0,24.6,32.7,15.4,20.5,75.4,11.1,32.7,43.8,24.5,8.2,3.6,13.3,21.2,101.4,0.8,82
2015,CHA,242.7,35.5,84.5,42.0,6.1,19.1,31.8,17.0,22.8,74.8,10.0,34.1,44.1,20.2,6.1,5.5,11.2,18.2,94.2,-15.9,82
2015,CHI,242.4,36.6,82.9,44.2,7.9,22.3,35.3,19.7,25.2,78.3,11.7,34.0,45.7,21.7,6.3,5.8,13.2,18.2,100.8,15.0,82
2015,CLE,241.2,37.7,82.2,45.8,10.1,27.5,36.7,17.7,23.6,75.1,11.1,31.9,43.0,22.1,7.4,4.1,13.6,18.4,103.1,22.4,82
2015,DAL,242.4,39.7,85.8,46.3,8.9,25.4,35.2,16.9,22.5,75.2,10.5,31.8,42.3,22.5,8.1,4.5,12.5,20.0,105.2,14.5,82
