season_year,teamTricode,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,gamesPlayed
2024,NYK,19730.1,3385,7272,46.5,1083,2936,36.9,1396,1789,78.0,1039,2665,3704,1998,612,336,1003,1447,9249,1880,82
2024,OKC,19805.4,3653,7324,49.9,1090,2805,38.9,1451,1759,82.5,722,2725,3447,2223,694,538,970,1545,9847,3040,82
2024,ORL,19780.2,3318,6964,47.6,903,2568,35.2,1519,2002,75.9,861,2608,3469,2023,669,423,1130,1618,9058,830,82
2024,PHI,19780.2,3404,7331,46.4,992,2733,36.3,1597,1934,82.6,906,2616,3522,2041,694,492,924,1668,9397,1250,82
2024,PHX,19780.2,3482,7063,49.3,1020,2671,38.2,1548,1915,80.8,831,2783,3614,2218,610,492,1156,1475,9532,1255,82
2024,POR,19880.1,3227,7356,43.9,939,2723,34.5,1329,1680,79.1,1036,2469,3505,1894,627,354,1182,1654,8722,-3700,82
2024,SAC,19855.3,3553,7455,47.7,1178,3219,36.6,1274,1710,74.5,888,2719,3607,2324,625,342,1029,1632,9558,715,82
2024,SAS,19830.1,3438,7436,46.2,1036,2983,34.7,1280,1637,78.2,849,2778,3627,2449,584,520,1198,1414,9192,-2660,82
2024,TOR,19805.2,3466,7356,47.1,942,2712,34.7,1339,1772,75.6,891,2607,3498,2335,634,388,1101,1509,9213,-2640,82
2024,UTA,19805.1,3443,7371,46.7,1060,2993,35.4,1538,1853,83.0,1002,2725,3727,2232,537,458,1228,1523,9484,-2005,82
2024,WAS,19730.1,3523,7493,47.0,1015,2915,34.8,1266,1657,76.4,755,2613,3368,2290,623,415,1111,1637,9327,-3810,82
