freeThrowsMade,points,plusMinusPoints,fieldGoalsMade,PER,turnovers,USG%,gamesPlayed,reboundsDefensive,minutes,assists
0.06881732137588284,0.31498281311549486,1.048293107472341,0.4656901161807564,22.73501629802095,0.561328050873101,17.1,-0.3360791071027498,1.072741780358999,-0.1252757899126725,-0.31270109814660924
