freeThrowsMade,points,plusMinusPoints,fieldGoalsMade,PER,turnovers,USG%,gamesPlayed,reboundsDefensive,minutes,assists
1.549310752258179,2.060730936165139,-0.26562709837451143,1.8996425737058196,26.622791280148423,2.1199648165225695,37.1,-0.6757624620153835,0.5526254331286083,0.140547072221978,2.1917411404481473
