freeThrowsMade,points,plusMinusPoints,fieldGoalsMade,PER,turnovers,USG%,gamesPlayed,reboundsDefensive,minutes,assists
6.217621947262467,4.964032082187626,4.573762174645579,4.653153467513483,37.92555555555554,2.6789393612589634,34.5,0.11683203278076182,1.579986259830403,1.0606097639939647,3.397665829327018
