freeThrowsMade,points,plusMinusPoints,fieldGoalsMade,PER,turnovers,USG%,gamesPlayed,reboundsDefensive,minutes,assists
-0.0260861036806745,2.2721582491554035,1.9133989855794273,2.674659346547841,16.478088097469545,1.2495753291928933,19.2,0.1923172227613471,0.4268261482263477,1.4223230649808405,1.504538510963009
